pokedex_number;name;type1;type2;hp;defense;attack;sp_defense;sp_attack;speed;base_total;capture_rate;base_happiness;experience_growth;Height_m;Weight_kg;hasGender;percentage_male;is_legendary;generation;classfication;Color;Body_Style;hasMegaEvolution;Egg_Group_1;Egg_Group_2;base_egg_steps;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;abilities;ability 1;ability 2;ability 3;ability 4;ability 5;ability 6
592;Frillish;water;ghost;55;50;40;85;65;40;335;190;70;1000000;1.19;33;TRUE;50;0;5;Floating;White;several_limbs;FALSE;Amorphous;;5120;0.5;2;1;2;1;0;0.5;1;2;2;1;0.5;0;0.5;1;1;0.5;0.5;['Water Absorb', 'Cursed Body', 'Damp'];Water Absorb;Cursed Body;Damp;;;
593;Jellicent;water;ghost;100;70;60;105;85;60;480;60;70;1000000;2.21;135;TRUE;50;0;5;Floating;White;several_limbs;FALSE;Amorphous;;5120;0.5;2;1;2;1;0;0.5;1;2;2;1;0.5;0;0.5;1;1;0.5;0.5;['Water Absorb', 'Cursed Body', 'Damp'];Water Absorb;Cursed Body;Damp;;;
594;Alomomola;water;;165;80;75;45;40;65;470;75;70;800000;1.19;31.6;TRUE;50;0;5;Caring;Pink;with_fins;FALSE;Water_1;Water_2;10240;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Healer', 'Hydration', 'Regenerator'];Healer;Hydration;Regenerator;;;
595;Joltik;bug;electric;50;50;47;50;57;65;319;190;70;1000000;0.1;0.6;TRUE;50;0;5;Attaching;Yellow;insectoid;FALSE;Bug;;5120;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;['Compoundeyes', 'Unnerve', 'Swarm'];Compoundeyes;Unnerve;Swarm;;;
596;Galvantula;bug;electric;70;60;77;60;97;108;472;75;70;1000000;0.79;14.3;TRUE;50;0;5;EleSpider;Yellow;insectoid;FALSE;Bug;;5120;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;['Compoundeyes', 'Unnerve', 'Swarm'];Compoundeyes;Unnerve;Swarm;;;
597;Ferroseed;grass;steel;44;91;50;86;24;10;305;255;70;1000000;0.61;18.8;TRUE;50;0;5;Thorn Seed;Grey;head_only;FALSE;Grass;Mineral;5120;1;1;0.5;0.5;0.5;2;4;1;1;0.25;1;1;0.5;0;0.5;0.5;0.5;0.5;['Iron Barbs'];Iron Barbs;;;;;
598;Ferrothorn;grass;steel;74;131;94;116;54;20;489;90;70;1000000;0.99;110;TRUE;50;0;5;Thorn Pod;Grey;several_limbs;FALSE;Grass;Mineral;5120;1;1;0.5;0.5;0.5;2;4;1;1;0.25;1;1;0.5;0;0.5;0.5;0.5;0.5;['Iron Barbs', 'Anticipation'];Iron Barbs;Anticipation;;;;
599;Klink;steel;;40;70;55;60;45;30;300;130;70;1059860;0.3;21;FALSE;;0;5;Gear;Grey;multiple_bodies;FALSE;Mineral;;5120;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;['Plus', 'Minus', 'Clear Body'];Plus;Minus;Clear Body;;;
600;Klang;steel;;60;95;80;85;70;50;440;60;70;1059860;0.61;51;FALSE;;0;5;Gear;Grey;multiple_bodies;FALSE;Mineral;;5120;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;['Plus', 'Minus', 'Clear Body'];Plus;Minus;Clear Body;;;
601;Klinklang;steel;;60;115;100;85;70;90;520;30;70;1059860;0.61;81;FALSE;;0;5;Gear;Grey;multiple_bodies;FALSE;Mineral;;5120;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;['Plus', 'Minus', 'Clear Body'];Plus;Minus;Clear Body;;;
602;Tynamo;electric;;35;40;55;40;45;60;275;190;70;1250000;0.2;0.3;TRUE;50;0;5;EleFish;White;with_fins;FALSE;Amorphous;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Levitate'];Levitate;;;;;
603;Eelektrik;electric;;65;70;85;70;75;40;405;60;70;1250000;1.19;22;TRUE;50;0;5;EleFish;Blue;with_fins;FALSE;Amorphous;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Levitate'];Levitate;;;;;
604;Eelektross;electric;;85;80;115;80;105;50;515;30;70;1250000;2.11;80.5;TRUE;50;0;5;EleFish;Blue;with_fins;FALSE;Amorphous;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Levitate'];Levitate;;;;;
605;Elgyem;psychic;;55;55;55;55;85;30;335;255;70;1000000;0.51;9;TRUE;50;0;5;Cerebral;Grey;bipedal_tailed;FALSE;Human-Like;;5120;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Telepathy', 'Synchronize', 'Analytic'];Telepathy;Synchronize;Analytic;;;
606;Beheeyem;psychic;;75;75;75;95;125;40;485;90;70;1000000;0.99;34.5;TRUE;50;0;5;Cerebral;Brown;bipedal_tailless;FALSE;Human-Like;;5120;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Telepathy', 'Synchronize', 'Analytic'];Telepathy;Synchronize;Analytic;;;
607;Litwick;ghost;fire;50;55;30;55;65;20;275;190;70;1059860;0.3;3.1;TRUE;50;0;5;Candle;White;head_base;FALSE;Amorphous;;5120;0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2;['Flash Fire', 'Flame Body', 'Infiltrator'];Flash Fire;Flame Body;Infiltrator;;;
608;Lampent;ghost;fire;60;60;40;60;95;55;370;90;70;1059860;0.61;13;TRUE;50;0;5;Lamp;Black;head_arms;FALSE;Amorphous;;5120;0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2;['Flash Fire', 'Flame Body', 'Infiltrator'];Flash Fire;Flame Body;Infiltrator;;;
609;Chandelure;ghost;fire;60;90;55;90;145;80;520;45;70;1059860;0.99;34.3;TRUE;50;0;5;Luring;Black;head_arms;FALSE;Amorphous;;5120;0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2;['Flash Fire', 'Flame Body', 'Infiltrator'];Flash Fire;Flame Body;Infiltrator;;;
610;Axew;dragon;;46;60;87;40;30;57;320;75;35;1250000;0.61;18;TRUE;50;0;5;Tusk;Green;bipedal_tailed;FALSE;Monster;Dragon;10240;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;['Rivalry', 'Mold Breaker', 'Unnerve'];Rivalry;Mold Breaker;Unnerve;;;
611;Fraxure;dragon;;66;70;117;50;40;67;410;60;35;1250000;0.99;36;TRUE;50;0;5;Axe Jaw;Green;bipedal_tailed;FALSE;Monster;Dragon;10240;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;['Rivalry', 'Mold Breaker', 'Unnerve'];Rivalry;Mold Breaker;Unnerve;;;
612;Haxorus;dragon;;76;90;147;70;60;97;540;45;35;1250000;1.8;105.5;TRUE;50;0;5;Axe Jaw;Yellow;bipedal_tailed;FALSE;Monster;Dragon;10240;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;['Rivalry', 'Mold Breaker', 'Unnerve'];Rivalry;Mold Breaker;Unnerve;;;
613;Cubchoo;ice;;55;40;70;40;60;40;305;120;70;1000000;0.51;8.5;TRUE;50;0;5;Chill;Blue;bipedal_tailed;FALSE;Field;;5120;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;['Snow Cloak', 'Slush Rush', 'Rattled'];Snow Cloak;Slush Rush;Rattled;;;
614;Beartic;ice;;95;80;130;80;70;50;505;60;70;1000000;2.59;260;TRUE;50;0;5;Freezing;White;quadruped;FALSE;Field;;5120;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;['Snow Cloak', 'Slush Rush', 'Swift Swim'];Snow Cloak;Slush Rush;Swift Swim;;;
615;Cryogonal;ice;;80;50;50;135;95;105;515;25;70;1000000;1.09;148;FALSE;;0;5;Crystallizing;Blue;head_only;FALSE;Mineral;;6400;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;['Levitate'];Levitate;;;;;
616;Shelmet;bug;;50;85;40;65;40;25;305;200;70;1000000;0.41;7.7;TRUE;50;0;5;Snail;Red;head_only;FALSE;Bug;;3840;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;['Hydration', 'Shell Armor', 'Overcoat'];Hydration;Shell Armor;Overcoat;;;
617;Accelgor;bug;;80;40;70;60;100;145;495;75;70;1000000;0.79;25.3;TRUE;50;0;5;Shell Out;Red;head_arms;FALSE;Bug;;3840;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;['Hydration', 'Sticky Hold', 'Unburden'];Hydration;Sticky Hold;Unburden;;;
618;Stunfisk;ground;electric;109;84;66;99;81;32;471;75;70;1000000;0.71;11;TRUE;50;0;5;Trap;Brown;with_fins;FALSE;Water_1;Amorphous;5120;1;1;1;0;1;1;1;0.5;1;2;2;2;1;0.5;1;0.5;0.5;2;['Static', 'Limber', 'Sand Veil'];Static;Limber;Sand Veil;;;
619;Mienfoo;fighting;;45;50;85;50;55;65;350;180;70;1059860;0.89;20;TRUE;50;0;5;Martial Arts;Yellow;bipedal_tailed;FALSE;Field;Human-Like;6400;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Inner Focus', 'Regenerator', 'Reckless'];Inner Focus;Regenerator;Reckless;;;
620;Mienshao;fighting;;65;60;125;60;95;105;510;45;70;1059860;1.4;35.5;TRUE;50;0;5;Martial Arts;Purple;bipedal_tailed;FALSE;Field;Human-Like;6400;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Inner Focus', 'Regenerator', 'Reckless'];Inner Focus;Regenerator;Reckless;;;
621;Druddigon;dragon;;77;90;120;90;60;48;485;45;70;1000000;1.6;139;TRUE;50;0;5;Cave;Red;bipedal_tailed;FALSE;Dragon;Monster;7680;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;['Rough Skin', 'Sheer Force', 'Mold Breaker'];Rough Skin;Sheer Force;Mold Breaker;;;
622;Golett;ground;ghost;59;50;74;50;35;35;303;190;70;1000000;0.99;92;FALSE;;0;5;Automaton;Green;bipedal_tailless;FALSE;Mineral;;6400;0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2;['Iron Fist', 'Klutz', 'No Guard'];Iron Fist;Klutz;No Guard;;;
623;Golurk;ground;ghost;89;80;124;80;55;55;483;90;70;1000000;2.79;330;FALSE;;0;5;Automaton;Green;bipedal_tailless;FALSE;Mineral;;6400;0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2;['Iron Fist', 'Klutz', 'No Guard'];Iron Fist;Klutz;No Guard;;;
624;Pawniard;dark;steel;45;70;85;40;40;60;340;120;35;1000000;0.51;10.2;TRUE;50;0;5;Sharp Blade;Red;bipedal_tailless;FALSE;Human-Like;;5120;1;0.5;0.5;1;1;4;2;0.5;0.5;0.5;2;0.5;0.5;0;0;0.5;0.5;1;['Defiant', 'Inner Focus', 'Pressure'];Defiant;Inner Focus;Pressure;;;
625;Bisharp;dark;steel;65;100;125;70;60;70;490;45;35;1000000;1.6;70;TRUE;50;0;5;Sword Blade;Red;bipedal_tailless;FALSE;Human-Like;;5120;1;0.5;0.5;1;1;4;2;0.5;0.5;0.5;2;0.5;0.5;0;0;0.5;0.5;1;['Defiant', 'Inner Focus', 'Pressure'];Defiant;Inner Focus;Pressure;;;
626;Bouffalant;normal;;95;95;110;95;40;55;490;45;70;1000000;1.6;94.6;TRUE;50;0;5;Bash Buffalo;Brown;quadruped;FALSE;Field;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Reckless', 'Sap Sipper', 'Soundproof'];Reckless;Sap Sipper;Soundproof;;;
627;Rufflet;normal;flying;70;50;83;50;37;60;350;190;70;1250000;0.51;10.5;TRUE;100;0;5;Eaglet;White;two_wings;FALSE;Flying;;5120;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Keen Eye', 'Sheer Force', 'Hustle'];Keen Eye;Sheer Force;Hustle;;;
628;Braviary;normal;flying;100;75;123;75;57;80;510;60;70;1250000;1.5;41;TRUE;100;0;5;Valiant;Red;two_wings;FALSE;Flying;;5120;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Keen Eye', 'Sheer Force', 'Defiant'];Keen Eye;Sheer Force;Defiant;;;
629;Vullaby;dark;flying;70;75;55;65;45;60;370;190;35;1250000;0.51;9;TRUE;0;0;5;Diapered;Brown;two_wings;FALSE;Flying;;5120;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;['Big Pecks', 'Overcoat', 'Weak Armor'];Big Pecks;Overcoat;Weak Armor;;;
630;Mandibuzz;dark;flying;110;105;65;95;55;80;510;60;35;1250000;1.19;39.5;TRUE;0;0;5;Bone Vulture;Brown;two_wings;FALSE;Flying;;5120;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;['Big Pecks', 'Overcoat', 'Weak Armor'];Big Pecks;Overcoat;Weak Armor;;;
631;Heatmor;fire;;85;66;97;66;105;65;484;90;70;1000000;1.4;58;TRUE;50;0;5;Anteater;Red;bipedal_tailed;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Gluttony', 'Flash Fire', 'White Smoke'];Gluttony;Flash Fire;White Smoke;;;
632;Durant;bug;steel;58;112;109;48;48;109;484;90;70;1000000;0.3;33;TRUE;50;0;5;Iron Ant;Grey;insectoid;FALSE;Bug;;5120;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;['Swarm', 'Hustle', 'Truant'];Swarm;Hustle;Truant;;;
633;Deino;dark;dragon;52;50;65;50;45;38;300;45;35;1250000;0.79;17.3;TRUE;50;0;5;Irate;Blue;quadruped;FALSE;Dragon;;10240;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;['Hustle'];Hustle;;;;;
634;Zweilous;dark;dragon;72;70;85;70;65;58;420;45;35;1250000;1.4;50;TRUE;50;0;5;Hostile;Blue;quadruped;FALSE;Dragon;;10240;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;['Hustle'];Hustle;;;;;
635;Hydreigon;dark;dragon;92;90;105;90;125;98;600;45;35;1250000;1.8;160;TRUE;50;0;5;Brutal;Blue;bipedal_tailed;FALSE;Dragon;;10240;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;['Levitate'];Levitate;;;;;
636;Larvesta;bug;fire;55;55;85;55;50;60;360;45;70;1250000;1.09;28.8;TRUE;50;0;5;Torch;White;insectoid;FALSE;Bug;;10240;0.5;1;1;1;0.5;0.5;1;2;1;0.25;1;0.5;1;1;1;4;0.5;2;['Flame Body', 'Swarm'];Flame Body;Swarm;;;;
637;Volcarona;bug;fire;85;65;60;105;135;100;550;15;70;1250000;1.6;46;TRUE;50;0;5;Sun;White;four_wings;FALSE;Bug;;10240;0.5;1;1;1;0.5;0.5;1;2;1;0.25;1;0.5;1;1;1;4;0.5;2;['Flame Body', 'Swarm'];Flame Body;Swarm;;;;
638;Cobalion;steel;fighting;91;129;90;72;90;108;580;3;35;1250000;2.11;250;FALSE;;1;5;Iron Will;Blue;quadruped;FALSE;Undiscovered;;20480;0.25;0.5;0.5;1;1;2;2;1;1;0.5;2;0.5;0.5;0;1;0.25;0.5;1;['Justified'];Justified;;;;;
639;Terrakion;rock;fighting;91;90;129;90;72;108;580;3;35;1250000;1.91;260;FALSE;;1;5;Cavern;Grey;quadruped;FALSE;Undiscovered;;20480;0.5;0.5;1;1;2;2;0.5;1;1;2;2;1;0.5;0.5;2;0.5;2;2;['Justified'];Justified;;;;;
640;Virizion;grass;fighting;91;72;90;129;90;108;580;3;35;1250000;2.01;200;FALSE;;1;5;Grassland;Green;quadruped;FALSE;Undiscovered;;20480;1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5;['Justified'];Justified;;;;;
641;Tornadus;flying;;79;80;100;90;110;121;580;3;90;1250000;1.5;63;TRUE;100;1;5;Cyclone;Green;head_arms;FALSE;Undiscovered;;30720;0.5;1;1;2;1;0.5;1;1;1;0.5;0;2;1;1;1;2;1;1;['Prankster', 'Defiant', 'Regenerator'];Prankster;Defiant;Regenerator;;;
642;Thundurus;electric;flying;79;70;105;80;145;101;580;3;90;1250000;1.5;61;TRUE;100;1;5;Bolt Strike;Blue;head_arms;FALSE;Undiscovered;;30720;0.5;1;1;1;1;0.5;1;0.5;1;0.5;0;2;1;1;1;2;0.5;1;['Prankster', 'Defiant', 'Volt Absorb'];Prankster;Defiant;Volt Absorb;;;
643;Reshiram;dragon;fire;100;100;120;120;150;90;680;3;0;1250000;3.2;330;FALSE;;1;5;Vast White;White;two_wings;FALSE;Undiscovered;;30720;0.5;1;2;0.5;1;1;0.25;1;1;0.25;2;1;1;1;1;2;0.5;1;['Turboblaze'];Turboblaze;;;;;
644;Zekrom;dragon;electric;100;120;150;100;120;90;680;3;0;1250000;2.9;345;FALSE;;1;5;Deep Black;Black;bipedal_tailed;FALSE;Undiscovered;;30720;1;1;2;0.25;2;1;0.5;0.5;1;0.5;2;2;1;1;1;1;0.5;0.5;['Teravolt'];Teravolt;;;;;
645;Landorus;ground;flying;89;90;145;80;105;91;600;3;90;1250000;1.5;68;TRUE;100;1;5;Abundance;Brown;head_arms;FALSE;Undiscovered;;30720;0.5;1;1;0;1;0.5;1;1;1;1;0;4;1;0.5;1;1;1;2;['Sand Force', 'Sheer Force', 'Intimidate'];Sand Force;Sheer Force;Intimidate;;;
646;Kyurem;dragon;ice;125;90;120;100;170;95;700;3;0;1250000;3;325;FALSE;;1;5;Boundary;Grey;bipedal_tailed;FALSE;Undiscovered;;30720;1;1;2;0.5;2;2;1;1;1;0.5;1;1;1;1;1;2;2;0.5;['Pressure', 'Teravolt', 'Turboblaze'];Pressure;Teravolt;Turboblaze;;;
647;Keldeo;water;fighting;91;90;72;90;129;108;580;3;35;1250000;1.4;48.5;FALSE;;1;5;Colt;Yellow;quadruped;FALSE;Undiscovered;;20480;0.5;0.5;1;2;2;1;0.5;2;1;2;1;0.5;1;1;2;0.5;0.5;0.5;['Justified'];Justified;;;;;
648;Meloetta;normal;psychic;100;90;128;77;77;128;600;3;100;1250000;0.61;6.5;FALSE;;1;5;Melody;White;bipedal_tailless;FALSE;Undiscovered;;30720;2;2;1;1;1;1;1;1;0;1;1;1;1;1;0.5;1;1;1;['Serene Grace'];Serene Grace;;;;;
649;Genesect;bug;steel;71;95;120;95;120;99;600;3;0;1250000;1.5;82.5;FALSE;;1;5;Paleozoic;Purple;bipedal_tailless;FALSE;Undiscovered;;30720;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;['Download'];Download;;;;;
650;Chespin;grass;;56;65;61;45;48;38;313;45;70;1059860;0.41;9;TRUE;88.1;0;6;Spiky Nut;Green;bipedal_tailed;FALSE;Field;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Overgrow', 'Bulletproof'];Overgrow;Bulletproof;;;;
651;Quilladin;grass;;61;95;78;58;56;57;405;45;70;1059860;0.71;29;TRUE;88.1;0;6;Spiny Armor;Green;bipedal_tailed;FALSE;Field;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Overgrow', 'Bulletproof'];Overgrow;Bulletproof;;;;
652;Chesnaught;grass;fighting;88;122;107;75;74;64;530;45;70;1059860;1.6;90;TRUE;88.1;0;6;Spiny Armor;Green;bipedal_tailed;FALSE;Field;;5120;1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5;['Overgrow', 'Bulletproof'];Overgrow;Bulletproof;;;;
653;Fennekin;fire;;40;40;45;60;62;60;307;45;70;1059860;0.41;9.4;TRUE;88.1;0;6;Fox;Red;quadruped;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Blaze', 'Magician'];Blaze;Magician;;;;
654;Braixen;fire;;59;58;59;70;90;73;409;45;70;1059860;0.99;14.5;TRUE;88.1;0;6;Fox;Red;bipedal_tailed;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Blaze', 'Magician'];Blaze;Magician;;;;
655;Delphox;fire;psychic;75;72;69;100;114;104;534;45;70;1059860;1.5;39;TRUE;88.1;0;6;Fox;Red;bipedal_tailed;FALSE;Field;;5120;1;2;1;1;0.5;0.5;0.5;1;2;0.5;2;0.5;1;1;0.5;2;0.5;2;['Blaze', 'Magician'];Blaze;Magician;;;;
656;Froakie;water;;41;40;56;44;62;71;314;45;70;1059860;0.3;7;TRUE;88.1;0;6;Bubble Frog;Blue;quadruped;FALSE;Water_1;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Torrent', 'Protean'];Torrent;Protean;;;;
657;Frogadier;water;;54;52;63;56;83;97;405;45;70;1059860;0.61;10.9;TRUE;88.1;0;6;Bubble Frog;Blue;bipedal_tailless;FALSE;Water_1;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Torrent', 'Protean'];Torrent;Protean;;;;
658;Greninja;water;dark;72;67;145;71;153;132;640;45;70;1059860;1.5;40;TRUE;88.1;0;6;Ninja;Blue;bipedal_tailless;FALSE;Water_1;;5120;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;['Torrent', 'Protean', 'Battle Bond'];Torrent;Protean;Battle Bond;;;
659;Bunnelby;normal;;38;38;36;36;32;57;237;255;70;1000000;0.41;5;TRUE;50;0;6;Digging;Brown;bipedal_tailed;FALSE;Field;;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Pickup', 'Cheek Pouch', 'Huge Power'];Pickup;Cheek Pouch;Huge Power;;;
660;Diggersby;normal;ground;85;77;56;77;50;78;423;127;70;1000000;0.99;42.4;TRUE;50;0;6;Digging;Brown;bipedal_tailed;FALSE;Field;;3840;1;1;1;0;1;2;1;1;0;2;1;2;1;0.5;1;0.5;1;2;['Pickup', 'Cheek Pouch', 'Huge Power'];Pickup;Cheek Pouch;Huge Power;;;
661;Fletchling;normal;flying;45;43;50;38;40;62;278;255;70;1059860;0.3;1.7;TRUE;50;0;6;Tiny Robin;Red;two_wings;FALSE;Flying;;3840;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Big Pecks', 'Gale Wings'];Big Pecks;Gale Wings;;;;
662;Fletchinder;fire;flying;62;55;73;52;56;84;382;120;70;1059860;0.71;16;TRUE;50;0;6;Ember;Red;two_wings;FALSE;Flying;;3840;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;['Flame Body', 'Gale Wings'];Flame Body;Gale Wings;;;;
663;Talonflame;fire;flying;78;71;81;69;74;126;499;45;70;1059860;1.19;24.5;TRUE;50;0;6;Scorching;Red;two_wings;FALSE;Flying;;3840;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;['Flame Body', 'Gale Wings'];Flame Body;Gale Wings;;;;
664;Scatterbug;bug;;38;40;35;25;27;35;200;255;70;1000000;0.3;2.5;TRUE;50;0;6;Scatterdust;Black;insectoid;FALSE;Bug;;3840;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;['Shield Dust', 'Compoundeyes', 'Friend Guard'];Shield Dust;Compoundeyes;Friend Guard;;;
665;Spewpa;bug;;45;60;22;30;27;29;213;120;70;1000000;0.3;8.4;TRUE;50;0;6;Scatterdust;Black;head_base;FALSE;Bug;;3840;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;['Shed Skin', 'Friend Guard'];Shed Skin;Friend Guard;;;;
666;Vivillon;bug;flying;80;50;52;50;90;89;411;45;70;1000000;1.19;17;TRUE;50;0;6;Scale;Black;four_wings;FALSE;Bug;;3840;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;['Shield Dust', 'Compoundeyes', 'Friend Guard'];Shield Dust;Compoundeyes;Friend Guard;;;
667;Litleo;fire;normal;62;58;50;54;73;72;369;220;70;1059860;0.61;13.5;TRUE;11.2;0;6;Lion Cub;Brown;quadruped;FALSE;Field;;5120;0.5;1;1;1;0.5;2;0.5;1;0;0.5;2;0.5;1;1;1;2;0.5;2;['Rivalry', 'Unnerve', 'Moxie'];Rivalry;Unnerve;Moxie;;;
668;Pyroar;fire;normal;86;72;68;66;109;106;507;65;70;1059860;1.5;81.5;TRUE;11.2;0;6;Royal;Brown;quadruped;FALSE;Field;;5120;0.5;1;1;1;0.5;2;0.5;1;0;0.5;2;0.5;1;1;1;2;0.5;2;['Rivalry', 'Unnerve', 'Moxie'];Rivalry;Unnerve;Moxie;;;
669;Flab̩b̩;fairy;;44;39;38;79;61;42;303;225;70;1000000;0.1;0.1;TRUE;0;0;6;Single Bloom;White;head_arms;FALSE;Fairy;;5120;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;['Flower Veil', 'Symbiosis'];Flower Veil;Symbiosis;;;;
670;Floette;fairy;;74;67;65;128;125;92;551;120;70;1000000;0.2;0.9;TRUE;0;0;6;Fairy;White;head_arms;FALSE;Fairy;;5120;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;['Flower Veil', 'Symbiosis'];Flower Veil;Symbiosis;;;;
671;Florges;fairy;;78;68;65;154;112;75;552;45;70;1000000;1.09;10;TRUE;0;0;6;Garden;White;head_arms;FALSE;Fairy;;5120;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;['Flower Veil', 'Symbiosis'];Flower Veil;Symbiosis;;;;
672;Skiddo;grass;;66;48;65;57;62;52;350;200;70;1000000;0.89;31;TRUE;50;0;6;Mount;Brown;quadruped;FALSE;Field;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Sap Sipper', 'Grass Pelt'];Sap Sipper;Grass Pelt;;;;
673;Gogoat;grass;;123;62;100;81;97;68;531;45;70;1000000;1.7;91;TRUE;50;0;6;Mount;Brown;quadruped;FALSE;Field;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Sap Sipper', 'Grass Pelt'];Sap Sipper;Grass Pelt;;;;
674;Pancham;fighting;;67;62;82;48;46;43;348;220;70;1000000;0.61;8;TRUE;50;0;6;Playful;White;bipedal_tailed;FALSE;Field;Human-Like;6400;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Iron Fist', 'Mold Breaker', 'Scrappy'];Iron Fist;Mold Breaker;Scrappy;;;
